,Source,Destination,Class
14677,1762,2186,1
14678,1762,1773,1
14679,1762,5298,1
14680,1762,972,1
14681,1762,4945,1
14682,1762,1983,1
14683,1762,3867,1
14684,1762,4949,1
14685,1762,5817,1
14686,1763,6331,1
14687,1764,5253,1
14688,1764,3577,1
14689,1764,4015,1
14690,1764,4210,1
14691,1765,3551,1
14692,1765,2845,1
14693,1765,2345,1
14694,1765,5397,1
14695,1765,5829,1
14696,1765,6968,1
14697,1765,4335,1
14698,1765,6236,1
14699,1766,4913,1
14700,1766,3401,1
14701,1766,3925,1
14702,1766,1773,1
14703,1767,2944,1
14704,1768,2825,1
14705,1768,3760,1
14706,1768,4087,1
14707,1768,4016,1
14708,1768,5580,1
14709,1768,6530,1
14710,6608,2466,1
14711,3857,4582,1
14712,3857,5183,1
14713,3857,3401,1
14714,3857,2768,1
14715,3857,2740,1
14716,3857,1924,1
14717,3857,6776,1
14718,3857,3285,1
14719,3857,3307,1
14720,3857,7036,1
14721,3857,2186,1
14722,1770,6186,1
14723,1770,6237,1
14724,1770,2349,1
14725,1771,583,1
14726,1771,6131,1
14727,1772,4578,1
14728,1772,6026,1
14729,1773,5274,1
14730,1773,5277,1
14731,1773,6203,1
14732,1773,4684,1
14733,1773,3500,1
14734,1773,4394,1
14735,1773,5287,1
14736,1773,3502,1
14737,1773,5288,1
14738,1773,5838,1
14739,1773,6362,1
14740,1773,4405,1
14741,1773,3514,1
14742,1773,4408,1
14743,1773,3051,1
14744,1773,6228,1
14745,1773,3704,1
14746,1773,3709,1
14747,1773,3529,1
14748,1773,6232,1
14749,1773,3533,1
14750,1773,3496,1
14751,1773,6236,1
14752,1773,4429,1
14753,1773,4430,1
14754,1773,6241,1
14755,1773,2332,1
14756,1773,6359,1
14757,1773,4831,1
14758,1773,328,1
14759,1773,1769,1
14760,1773,4239,1
14761,1773,5324,1
14762,1773,1774,1
14763,1773,4450,1
14764,1773,1777,1
14765,1773,3956,1
14766,1773,5329,1
14767,1773,5331,1
14768,1773,2678,1
14769,1773,3566,1
14770,1773,1783,1
14771,1773,5577,1
14772,1773,2178,1
14773,1773,5343,1
14774,1773,3486,1
14775,1773,3579,1
14776,1773,2692,1
14777,1773,6276,1
14778,1773,1793,1
14779,1773,6281,1
14780,1773,5355,1
14781,1773,1797,1
14782,1773,2704,1
14783,1773,2705,1
14784,1773,5363,1
14785,1773,1806,1
14786,1773,1807,1
14787,1773,4122,1
14788,1773,3593,1
14789,1773,5368,1
14790,1773,2715,1
14791,1773,2345,1
14792,1773,1817,1
14793,1773,4840,1
14794,1773,6300,1
14795,1773,5379,1
14796,1773,3608,1
14797,1773,972,1
14798,1773,2010,1
14799,1773,2730,1
14800,1773,4512,1
14801,1773,4515,1
14802,1773,5396,1
14803,1773,4521,1
14804,1773,2741,1
14805,1773,6589,1
14806,1773,4524,1
14807,1773,6328,1
14808,1773,4349,1
14809,1773,4530,1
14810,1773,6332,1
14811,1773,2754,1
14812,1773,5417,1
14813,1773,3639,1
14814,1773,3188,1
14815,1773,1863,1
14816,1773,6338,1
14817,1773,3653,1
14818,1773,6341,1
14819,1773,2423,1
14820,1773,2768,1
14821,1773,2769,1
14822,1773,1881,1
14823,1773,1869,1
14824,1773,3674,1
14825,1773,4551,1
14826,1773,5431,1
14827,1773,3667,1
14828,1773,2780,1
14829,1773,3668,1
14830,1773,2783,1
14831,1773,1179,1
14832,1773,4561,1
14833,1773,1886,1
14834,1773,1892,1
14835,1773,5453,1
14836,1773,1898,1
14837,1773,2845,1
14838,1773,2795,1
14839,1773,5455,1
14840,1773,2797,1
14841,1773,6380,1
14842,1773,6604,1
14843,1773,3702,1
14844,1773,6388,1
14845,1773,2929,1
14846,1773,4589,1
14847,1773,6547,1
14848,1773,4593,1
14849,1773,6393,1
14850,1773,1919,1
14851,1773,2820,1
14852,1773,5482,1
14853,1773,5237,1
14854,1773,3721,1
14855,1773,4607,1
14856,1773,1933,1
14857,1773,4615,1
14858,1773,6147,1
14859,1773,2835,1
14860,1773,6419,1
14861,1773,2837,1
14862,1773,3129,1
14863,1773,1947,1
14864,1773,3746,1
14865,1773,6801,1
14866,1773,3749,1
14867,1773,6445,1
14868,1773,3755,1
14869,1773,2853,1
14870,1773,5602,1
14871,1773,6453,1
14872,1773,6455,1
14873,1773,5530,1
14874,1773,1533,1
14875,1773,6463,1
14876,1773,3762,1
14877,1773,5542,1
14878,1773,4442,1
14879,1773,6471,1
14880,1773,4667,1
14881,1773,2880,1
14882,1773,6478,1
14883,1773,4203,1
14884,1773,2883,1
14885,1773,6481,1
14886,1773,1997,1
14887,1773,4678,1
14888,1773,5541,1
14889,1773,7065,1
14890,1773,5556,1
14891,1773,7084,1
14892,1773,2891,1
14893,1773,6490,1
14894,1773,6705,1
14895,1773,3797,1
14896,1773,276,1
14897,1773,5563,1
14898,1773,4691,1
14899,1773,5553,1
14900,1773,1996,1
14901,1773,3806,1
14902,1773,6500,1
14903,1773,2001,1
14904,1773,3809,1
14905,1773,2905,1
14906,1773,4701,1
14907,1773,4352,1
14908,1773,2007,1
14909,1773,4343,1
14910,1773,5775,1
14911,1773,4705,1
14912,1773,6173,1
14913,1773,5400,1
14914,1773,2645,1
14915,1773,5410,1
14916,1773,4711,1
14917,1773,3822,1
14918,1773,6387,1
14919,1773,2498,1
14920,1773,3603,1
14921,1773,2924,1
14922,1773,2019,1
14923,1773,5595,1
14924,1773,6532,1
14925,1773,3863,1
14926,1773,2728,1
14927,1773,2025,1
14928,1773,4733,1
14929,1773,3847,1
14930,1773,2031,1
14931,1773,3851,1
14932,1773,6548,1
14933,1773,3855,1
14934,1773,6551,1
14935,1773,2944,1
14936,1773,4888,1
14937,1773,4744,1
14938,1773,5616,1
14939,1773,6553,1
14940,1773,2042,1
14941,1773,2045,1
14942,1773,2049,1
14943,1773,2960,1
14944,1773,4758,1
14945,1773,6571,1
14946,1773,4761,1
14947,1773,3954,1
14948,1773,2967,1
14949,1773,4766,1
14950,1773,2062,1
14951,1773,3551,1
14952,1773,6580,1
14953,1773,5639,1
14954,1773,2827,1
14955,1773,6038,1
14956,1773,2072,1
14957,1773,1495,1
14958,1773,3892,1
14959,1773,5956,1
14960,1773,3894,1
14961,1773,4161,1
14962,1773,4012,1
14963,1773,4116,1
14964,1773,2090,1
14965,1773,6605,1
14966,1773,2995,1
14967,1773,3902,1
14968,1773,2997,1
14969,1773,4786,1
14970,1773,3001,1
14971,1773,6612,1
14972,1773,3907,1
14973,1773,5299,1
14974,1773,4792,1
14975,1773,5684,1
14976,1773,5686,1
14977,1773,3915,1
14978,1773,5690,1
14979,1773,2117,1
14980,1773,4270,1
14981,1773,6077,1
14982,1773,2122,1
14983,1773,3026,1
14984,1773,4807,1
14985,1773,3934,1
14986,1773,3033,1
14987,1773,2215,1
14988,1773,3035,1
14989,1773,6146,1
14990,1773,4339,1
14991,1773,6161,1
14992,1773,6645,1
14993,1773,4606,1
14994,1773,2135,1
14995,1773,2138,1
14996,1773,2140,1
14997,1773,6652,1
14998,1773,850,1
14999,1773,3949,1
15000,1773,4826,1
15001,1773,4164,1
15002,1773,5731,1
15003,1773,5744,1
15004,1773,2679,1
15005,1773,3958,1
15006,1773,3061,1
15007,1773,6665,1
15008,1773,4839,1
15009,1773,2721,1
15010,1773,5742,1
15011,1773,2920,1
15012,1773,4842,1
15013,1773,6317,1
15014,1773,6672,1
15015,1773,2163,1
15016,1773,2167,1
15017,1773,2173,1
15018,1773,6080,1
15019,1773,2177,1
15020,1773,3083,1
15021,1773,5761,1
15022,1773,1936,1
15023,1773,4510,1
15024,1773,2833,1
15025,1773,5768,1
15026,1773,4313,1
15027,1773,2191,1
15028,1773,4870,1
15029,1773,2195,1
15030,1773,6707,1
15031,1773,4876,1
15032,1773,5781,1
15033,1773,3998,1
15034,1773,1516,1
15035,1773,3105,1
15036,1773,4893,1
15037,1773,4895,1
15038,1773,4793,1
15039,1773,4883,1
15040,1773,5807,1
15041,1773,3536,1
15042,1773,5809,1
15043,1773,4910,1
15044,1773,3119,1
15045,1773,4912,1
15046,1773,6735,1
15047,1773,3462,1
15048,1773,6739,1
15049,1773,4916,1
15050,1773,5820,1
15051,1773,2237,1
15052,1773,5827,1
15053,1773,3153,1
15054,1773,3155,1
15055,1773,3139,1
15056,1773,3141,1
15057,1773,2248,1
15058,1773,4926,1
15059,1773,2614,1
15060,1773,6185,1
15061,1773,4055,1
15062,1773,2699,1
15063,1773,3269,1
15064,1773,6770,1
15065,1773,2591,1
15066,1773,6961,1
15067,1773,5850,1
15068,1773,5851,1
15069,1773,3168,1
15070,1773,5983,1
15071,1773,4945,1
15072,1773,6778,1
15073,1773,4073,1
15074,1773,2274,1
15075,1773,5148,1
15076,1773,3178,1
15077,1773,4681,1
15078,1773,4954,1
15079,1773,5872,1
15080,1773,4470,1
15081,1773,4958,1
15082,1773,4089,1
15083,1773,3959,1
15084,1773,1666,1
15085,1773,6796,1
15086,1773,3447,1
15087,1773,6438,1
15088,1773,5885,1
15089,1773,6800,1
15090,1773,3200,1
15091,1773,3203,1
15092,1773,6804,1
15093,1773,6805,1
15094,1773,6807,1
15095,1773,6809,1
15096,1773,4818,1
15097,1773,4981,1
15098,1773,2299,1
15099,1773,2990,1
15100,1773,4104,1
15101,1773,2305,1
15102,1773,2307,1
15103,1773,6822,1
15104,1773,1451,1
15105,1773,6827,1
15106,1773,5909,1
15107,1773,5912,1
15108,1773,3510,1
15109,1773,5367,1
15110,1773,5007,1
15111,1773,3696,1
15112,1773,5920,1
15113,1773,6843,1
15114,1773,5013,1
15115,1773,3241,1
15116,1773,5934,1
15117,1773,3245,1
15118,1773,3252,1
15119,1773,1650,1
15120,1773,5031,1
15121,1773,5034,1
15122,1773,4157,1
15123,1773,6877,1
15124,1773,6880,1
15125,1773,2360,1
15126,1773,4160,1
15127,1773,931,1
15128,1773,5039,1
15129,1773,5713,1
15130,1773,4162,1
15131,1773,1398,1
15132,1773,6887,1
15133,1773,5959,1
15134,1773,6888,1
15135,1773,1956,1
15136,1773,2126,1
15137,1773,4168,1
15138,1773,5051,1
15139,1773,4346,1
15140,1773,6897,1
15141,1773,5974,1
15142,1773,6900,1
15143,1773,6901,1
15144,1773,5142,1
15145,1773,4181,1
15146,1773,3285,1
15147,1773,5068,1
15148,1773,5981,1
15149,1773,3290,1
15150,1773,6304,1
15151,1773,4190,1
15152,1773,2387,1
15153,1773,4191,1
15154,1773,3299,1
15155,1773,5842,1
15156,1773,3305,1
15157,1773,5945,1
15158,1773,6924,1
15159,1773,6930,1
15160,1773,4206,1
15161,1773,4380,1
15162,1773,5106,1
15163,1773,2411,1
15164,1773,5110,1
15165,1773,2414,1
15166,1773,4274,1
15167,1773,5115,1
15168,1773,6947,1
15169,1773,4221,1
15170,1773,5596,1
15171,1773,6023,1
15172,1773,5121,1
15173,1773,2426,1
15174,1773,6957,1
15175,1773,4144,1
15176,1773,3345,1
15177,1773,2075,1
15178,1773,2438,1
15179,1773,4232,1
15180,1773,6044,1
15181,1773,2642,1
15182,1773,6968,1
15183,1773,4235,1
15184,1773,3084,1
15185,1773,899,1
15186,1773,5143,1
15187,1773,1584,1
15188,1773,4243,1
15189,1773,6563,1
15190,1773,2459,1
15191,1773,2461,1
15192,1773,4252,1
15193,1773,4532,1
15194,1773,4256,1
15195,1773,5154,1
15196,1773,6427,1
15197,1773,6066,1
15198,1773,4262,1
15199,1773,1473,1
15200,1773,4265,1
15201,1773,5162,1
15202,1773,7001,1
15203,1773,6411,1
15204,1773,7007,1
15205,1773,5168,1
15206,1773,3388,1
15207,1773,3391,1
15208,1773,3392,1
15209,1773,4277,1
15210,1773,2496,1
15211,1773,3401,1
15212,1773,6093,1
15213,1773,3914,1
15214,1773,6320,1
15215,1773,6019,1
15216,1773,7031,1
15217,1773,6560,1
15218,1773,2507,1
15219,1773,2279,1
15220,1773,1636,1
15221,1773,5319,1
15222,1773,6951,1
15223,1773,7045,1
15224,1773,3425,1
15225,1773,5206,1
15226,1773,6690,1
15227,1773,6127,1
15228,1773,3189,1
15229,1773,6130,1
15230,1773,3437,1
15231,1773,4319,1
15232,1773,5217,1
15233,1773,3440,1
15234,1773,3443,1
15235,1773,5225,1
15236,1773,6140,1
15237,1773,6141,1
15238,1773,6144,1
15239,1773,2544,1
15240,1773,5234,1
15241,1773,4333,1
15242,1773,6151,1
15243,1773,1462,1
15244,1773,2552,1
15245,1773,5033,1
15246,1773,3456,1
15247,1773,3458,1
15248,1773,1531,1
15249,1773,6798,1
15250,1773,6662,1
15251,1773,6558,1
15252,1773,5710,1
15253,1773,3312,1
15254,1773,3042,1
15255,1773,7095,1
15256,1773,2573,1
15257,1773,2577,1
15258,1773,4365,1
15259,1773,1700,1
15260,1773,5263,1
15261,1773,2756,1
15262,1773,7110,1
15263,1773,3429,1
15264,1773,1675,1
15265,1773,2594,1
15266,1773,7053,1
15267,1773,3801,1
15268,1773,4821,1
15269,1774,6914,1
15270,1774,4853,1
15271,1774,4218,1
15272,1774,5852,1
15273,1774,3198,1
15274,1774,5945,1
15275,1774,5833,1
15276,1774,1650,1
15277,1774,2872,1
15278,1774,2614,1
15279,1774,3033,1
15280,1774,1804,1
15281,1774,4714,1
15282,1774,5038,1
15283,1774,3076,1
15284,1774,2345,1
15285,1774,4644,1
15286,1774,1904,1
15287,1775,2719,1
15288,1775,2009,1
15289,1775,5720,1
15290,1775,2803,1
15291,1775,6210,1
15292,1775,2546,1
15293,1775,2858,1
15294,1775,4248,1
15295,1775,5007,1
15296,1775,4374,1
15297,1775,6315,1
15298,1775,2997,1
15299,1775,6239,1
15300,1775,3963,1
15301,1775,4869,1
15302,1775,6398,1
15303,1775,5787,1
15304,1775,2960,1
15305,1775,5269,1
15306,1775,1736,1
15307,1775,5311,1
15308,1775,1449,1
15309,1776,2822,1
15310,1776,4565,1
15311,1777,3989,1
15312,1777,6996,1
15313,1777,6925,1
15314,1777,2828,1
15315,1777,1976,1
15316,1777,2257,1
15317,1777,5440,1
15318,1777,6168,1
15319,1777,1452,1
15320,1778,2026,1
15321,1778,3867,1
15322,1778,4159,1
15323,1778,4242,1
15324,1778,2129,1
15325,1778,5006,1
15326,1779,4016,1
15327,1780,3097,1
15328,1782,6962,1
15329,1783,4382,1
15330,1784,4639,1
15331,1784,3401,1
15332,1785,5298,1
15333,1785,4979,1
15334,1786,2447,1
15335,1786,3760,1
15336,1786,3401,1
15337,1786,3097,1
15338,1786,2722,1
15339,1787,5796,1
15340,1787,3346,1
15341,1787,5415,1
15342,1787,5857,1
15343,1787,6280,1
15344,1787,4949,1
15345,4016,2600,1
15346,4016,4427,1
15347,4016,7069,1
15348,4016,5969,1
15349,4016,5727,1
15350,4016,3280,1
15351,4016,5276,1
15352,4016,1436,1
15353,4016,5064,1
15354,4016,1384,1
15355,4016,2831,1
15356,4016,5501,1
15357,4016,5502,1
15358,4016,4404,1
15359,4016,5721,1
15360,4016,5988,1
15361,4016,2439,1
15362,4016,3209,1
15363,4016,4849,1
15364,4016,4196,1
15365,4016,3355,1
15366,4016,2173,1
15367,4016,187,1
15368,4016,2180,1
15369,4016,6455,1
15370,4016,6236,1
15371,4016,2186,1
15372,4016,3569,1
15373,4016,6931,1
15374,4016,4655,1
15375,4016,4184,1
15376,4016,3987,1
15377,4016,3120,1
15378,4016,3991,1
15379,4016,6466,1
15380,4016,4690,1
15381,4016,4877,1
15382,4016,2788,1
15383,4016,5106,1
15384,4016,2653,1
15385,4016,2931,1
15386,4016,6156,1
15387,4016,4007,1
15388,4016,6023,1
15389,4016,6482,1
15390,4016,3626,1
15391,4016,2886,1
15392,4016,6718,1
15393,4016,3557,1
15394,4016,5129,1
15395,4016,5918,1
15396,4016,2222,1
15397,4016,3801,1
15398,4016,4906,1
15399,4016,6495,1
15400,4016,4232,1
15401,4016,5138,1
15402,4016,3119,1
15403,4016,3124,1
15404,4016,2444,1
15405,4016,6740,1
15406,4016,5142,1
15407,4016,5802,1
15408,4016,5315,1
15409,4016,2905,1
15410,4016,4442,1
15411,4016,5350,1
15412,4016,4037,1
15413,4016,6563,1
15414,4016,2009,1
15415,4016,6751,1
15416,4016,2944,1
15417,4016,2466,1
15418,4016,2705,1
15419,4016,4709,1
15420,4016,4923,1
15421,4016,5893,1
15422,4016,2106,1
15423,4016,5772,1
15424,4016,4080,1
15425,4016,5366,1
15426,4016,6822,1
15427,4016,4495,1
15428,4016,4262,1
15429,4016,3241,1
15430,4016,4490,1
15431,4016,2257,1
15432,4016,4935,1
15433,4016,2247,1
15434,4016,3929,1
15435,4016,2838,1
15436,4016,6304,1
15437,4016,5170,1
15438,4016,4732,1
15439,4016,6778,1
15440,4016,6311,1
15441,4016,2034,1
15442,4016,2035,1
15443,4016,6510,1
15444,4016,1836,1
15445,4016,3401,1
15446,4016,5396,1
15447,4016,5870,1
15448,4016,2740,1
15449,4016,6099,1
15450,4016,2951,1
15451,4016,2883,1
15452,4016,3868,1
15453,4016,5633,1
15454,4016,5269,1
15455,4016,1673,1
15456,4016,2960,1
15457,4016,3416,1
15458,4016,5415,1
15459,4016,2582,1
15460,4016,2964,1
15461,4016,4766,1
15462,4016,4410,1
15463,4016,3646,1
15464,4016,2068,1
15465,4016,2423,1
15466,4016,2768,1
15467,4016,5642,1
15468,4016,4463,1
15469,4016,2786,1
15470,4016,3659,1
15471,4016,2534,1
15472,4016,3663,1
15473,4016,5224,1
15474,4016,931,1
15475,4016,5226,1
15476,4016,6427,1
15477,4016,3447,1
15478,4016,2809,1
15479,4016,6147,1
15480,4016,3211,1
15481,4016,2086,1
15482,4016,1883,1
15483,4016,3379,1
15484,4016,174,1
15485,4016,2552,1
15486,4016,3696,1
15487,4016,2047,1
15488,4016,5241,1
15489,4016,6605,1
15490,4016,5921,1
15491,4016,3633,1
15492,4016,3458,1
15493,4016,6407,1
15494,4016,3560,1
15495,4016,3902,1
15496,4016,3923,1
15497,4016,6388,1
15498,4016,6923,1
15499,4016,6077,1
15500,4016,6547,1
15501,4016,5468,1
15502,4016,5470,1
15503,4016,3934,1
15504,4016,2356,1
15505,4016,5475,1
15506,4016,6398,1
15507,4016,2231,1
15508,4016,3750,1
15509,4016,5979,1
15510,4016,5267,1
15511,4016,1675,1
15512,4016,1924,1
15513,4016,3942,1
15514,4016,5781,1
15515,4016,2111,1
15516,4016,5046,1
15517,4016,4088,1
15518,4016,4591,1
15519,4016,2079,1
15520,1789,2284,1
15521,1789,2248,1
15522,1789,3515,1
15523,1789,2899,1
15524,1789,490,1
15525,1789,5912,1
15526,1789,5305,1
15527,1789,4762,1
15528,1789,4181,1
15529,1790,1906,1
15530,4030,4709,1
15531,4030,2928,1
15532,4030,3401,1
15533,4030,6642,1
15534,4030,1883,1
15535,4030,4949,1
15536,4030,5269,1
15537,1793,4196,1
15538,1793,6925,1
15539,1793,6913,1
15540,1793,3706,1
15541,1793,5193,1
15542,1794,5967,1
15543,1795,3015,1
15544,1795,5994,1
15545,1795,5898,1
15546,1795,6074,1
15547,1795,2728,1
15548,1795,4265,1
15549,1795,3595,1
15550,1795,5511,1
15551,1795,5069,1
15552,1796,4324,1
15553,1796,4833,1
15554,1797,3902,1
15555,1797,2872,1
15556,1797,3872,1
15557,1797,3385,1
15558,1797,6168,1
15559,4061,5144,1
15560,4061,759,1
15561,4061,4056,1
15562,4061,3539,1
15563,1799,6931,1
15564,1799,4621,1
15565,1799,4949,1
15566,7093,6827,1
15567,7093,3921,1
15568,7093,6716,1
15569,7093,4305,1
15570,7093,5825,1
15571,7093,4041,1
15572,7093,2151,1
15573,7093,6594,1
15574,7093,3052,1
15575,7093,6755,1
15576,7093,6687,1
15577,7093,3181,1
15578,7093,5315,1
15579,7093,5292,1
15580,7093,2595,1
15581,7093,3691,1
15582,7093,4167,1
15583,7093,6349,1
15584,7093,1846,1
15585,7093,5122,1
15586,1800,1869,1
15587,1800,6716,1
15588,1801,6853,1
15589,1801,6974,1
15590,4991,5789,1
15591,4991,2000,1
15592,1803,4916,1
15593,1803,2654,1
15594,1803,5362,1
15595,1803,6009,1
15596,1803,4647,1
15597,1803,6716,1
15598,1803,3688,1
15599,1803,6484,1
15600,1803,4210,1
15601,1803,7045,1
15602,1803,3371,1
15603,1803,6876,1
15604,1803,7057,1
15605,1804,5649,1
15606,1804,3838,1
15607,1804,5519,1
15608,1804,6597,1
15609,1804,2541,1
15610,1804,4392,1
15611,1804,2270,1
15612,1804,2339,1
15613,1804,4512,1
15614,1804,2330,1
15615,1804,3458,1
15616,1804,6237,1
15617,1804,2161,1
15618,1804,3969,1
15619,1804,5017,1
15620,1804,5293,1
15621,1804,1846,1
15622,1804,2904,1
15623,1804,5842,1
15624,1804,2692,1
15625,1804,5995,1
15626,1804,4305,1
15627,1804,5198,1
15628,1804,5100,1
15629,1804,3760,1
15630,1804,5104,1
15631,1804,2020,1
15632,1804,3989,1
15633,1804,4377,1
15634,1804,2196,1
15635,1804,3266,1
15636,1804,3995,1
15637,1804,6659,1
15638,1804,3219,1
15639,1805,5510,1
15640,1805,2594,1
15641,1805,5394,1
15642,1805,5132,1
15643,1805,4949,1
15644,1807,2026,1
15645,1807,5224,1
15646,1807,5115,1
15647,1807,6385,1
15648,1807,2082,1
15649,1807,6061,1
15650,1807,6081,1
15651,1807,2845,1
15652,1807,2887,1
15653,1807,1996,1
15654,1807,3915,1
15655,1807,5817,1
15656,1808,6074,1
15657,1808,4520,1
15658,1808,1850,1
15659,1808,3647,1
15660,1808,4420,1
15661,1808,5004,1
15662,1808,4282,1
15663,1808,2447,1
15664,1808,4711,1
15665,1808,3428,1
15666,1808,7013,1
15667,1808,6696,1
15668,1808,3115,1
15669,1808,1904,1
15670,1808,6322,1
15671,1808,5813,1
15672,1808,4194,1
15673,1809,5234,1
15674,1809,2358,1
15675,1809,4628,1
15676,1810,6326,1
15677,1810,6872,1
15678,1810,4265,1
15679,1449,2997,1
15680,1449,3119,1
15681,1449,4621,1
15682,1449,4611,1
15683,1449,4700,1
15684,1449,5730,1
15685,1449,2504,1
15686,1449,3452,1
15687,1449,4374,1
15688,1812,4001,1
15689,1812,6075,1
15690,1812,4612,1
15691,1812,5969,1
15692,1812,6821,1
15693,1812,6480,1
15694,1812,1961,1
15695,1812,4949,1
15696,1812,2381,1
15697,1812,3065,1
15698,1812,5153,1
15699,1812,739,1
15700,1812,2403,1
15701,1812,5509,1
15702,1812,3970,1
15703,1812,1949,1
15704,1812,5748,1
15705,1812,4310,1
15706,1812,2523,1
15707,1812,6791,1
15708,1812,4853,1
15709,1812,3302,1
15710,1812,7021,1
15711,1812,2516,1
15712,1812,7043,1
15713,1812,5892,1
15714,1812,6808,1
15715,1812,2186,1
15716,1812,5530,1
15717,1812,3320,1
15718,1812,7053,1
15719,1812,6941,1
15720,1812,3520,1
15721,1812,6705,1
15722,1812,1869,1
15723,1812,3096,1
15724,1812,5825,1
15725,1812,3371,1
15726,1812,5693,1
15727,1812,5605,1
15728,1812,2931,1
15729,1812,4196,1
15730,1812,5231,1
15731,1812,6716,1
15732,1812,1882,1
15733,1812,2887,1
15734,1812,2426,1
15735,1812,1237,1
15736,1812,5385,1
15737,1812,2683,1
15738,1812,5759,1
15739,1812,5684,1
15740,1812,2566,1
15741,1812,2106,1
15742,1812,2345,1
15743,1812,4799,1
15744,1812,2007,1
15745,1812,4920,1
15746,1812,4151,1
15747,1812,3052,1
15748,1812,3370,1
15749,1812,6873,1
15750,1812,6708,1
15751,1812,2845,1
15752,1812,5842,1
15753,1812,2924,1
15754,1812,6404,1
15755,1812,3243,1
15756,1812,4819,1
15757,1812,3219,1
15758,1812,6770,1
15759,3814,2321,1
15760,3814,5842,1
15761,3814,6600,1
15762,3814,4199,1
15763,1814,5882,1
15764,1814,1999,1
15765,1814,6722,1
15766,1816,5580,1
15767,1816,1980,1
15768,1817,4639,1
15769,1817,2381,1
15770,1818,2719,1
15771,1818,3556,1
15772,1818,1938,1
15773,1819,2447,1
15774,1819,1924,1
15775,1820,6496,1
15776,1820,3275,1
15777,1820,4389,1
15778,1820,2595,1
15779,1820,6849,1
15780,1820,5825,1
15781,1820,4707,1
15782,1820,5624,1
15783,1820,1989,1
15784,1821,3449,1
15785,1821,6706,1
15786,1821,4253,1
15787,1821,6716,1
15788,1822,2732,1
15789,1822,4709,1
15790,1822,3401,1
15791,1822,7069,1
15792,1822,6056,1
15793,1822,5315,1
15794,1822,5126,1
15795,1822,3209,1
15796,1822,6643,1
15797,1822,4338,1
15798,1823,2466,1
15799,1823,6136,1
15800,1825,3843,1
15801,1825,3401,1
15802,6211,1924,1
15803,6211,2034,1
15804,6211,6930,1
15805,6211,2345,1
15806,6211,1967,1
15807,6211,3749,1
15808,6211,6562,1
15809,6211,3070,1
15810,1827,2516,1
15811,1828,5354,1
15812,1828,5842,1
15813,1451,5649,1
15814,1451,3902,1
15815,1451,4538,1
15816,1451,6114,1
15817,1451,4949,1
15818,1451,3995,1
15819,1451,2669,1
15820,1451,1961,1
15821,1451,1059,1
15822,1451,3650,1
15823,4200,5982,1
15824,4200,6782,1
15825,4200,1869,1
15826,4200,5160,1
15827,4200,3348,1
15828,4200,3756,1
15829,4200,1883,1
15830,4200,5581,1
15831,6213,5223,1
15832,6213,4456,1
15833,6213,5842,1
15834,6213,2812,1
15835,1831,4624,1
15836,4218,2983,1
15837,4218,6986,1
15838,4218,2799,1
15839,4218,5069,1
15840,4218,2215,1
15841,4218,4121,1
15842,4218,3005,1
15843,4218,3050,1
15844,4218,5140,1
15845,4218,4718,1
15846,1833,6242,1
15847,1833,4261,1
15848,1833,3401,1
15849,1835,6295,1
15850,1836,4004,1
15851,1836,4076,1
15852,1836,4582,1
15853,1836,5721,1
15854,1836,6136,1
15855,1836,4406,1
15856,1836,4137,1
15857,1836,1934,1
15858,1836,5842,1
15859,1836,3463,1
15860,1836,4949,1
15861,1836,6138,1
15862,1837,2064,1
15863,1837,5145,1
15864,1837,2323,1
15865,1837,6038,1
15866,1838,1947,1
15867,1838,5189,1
15868,1838,3926,1
15869,1839,6744,1
15870,1839,5293,1
15871,4268,7072,1
15872,4268,6810,1
15873,4268,4992,1
15874,1841,6475,1
15875,1842,3244,1
15876,1842,3577,1
15877,1842,5980,1
15878,1842,3927,1
15879,1842,5764,1
15880,1842,2804,1
15881,1842,4793,1
15882,1842,3385,1
15883,1842,3358,1
15884,1842,2169,1
15885,4298,4227,1
15886,4298,4483,1
15887,4298,5044,1
15888,4298,6727,1
15889,4298,4929,1
15890,4298,3004,1
15891,4298,6702,1
15892,1844,2143,1
15893,1844,4466,1
15894,1844,3725,1
15895,1844,4700,1
15896,1844,2179,1
15897,1844,5526,1
15898,1844,3108,1
15899,1844,2888,1
15900,1844,4833,1
15901,1844,3173,1
15902,1844,606,1
15903,1844,5103,1
15904,1844,4620,1
15905,1844,5069,1
15906,1844,5338,1
15907,1844,3322,1
15908,1844,4230,1
15909,1844,5841,1
15910,1844,2345,1
15911,1844,2061,1
15912,1844,1904,1
15913,1844,3119,1
15914,1845,2732,1
15915,1845,5051,1
15916,1845,4191,1
15917,1845,4949,1
15918,1845,6138,1
15919,1846,2023,1
15920,1846,5292,1
15921,1846,6716,1
15922,1846,5122,1
15923,1846,7065,1
15924,1846,1939,1
15925,1846,3396,1
15926,1846,6921,1
15927,1846,5674,1
15928,1846,4076,1
15929,1846,1462,1
15930,1846,5132,1
15931,1846,2436,1
15932,1846,1746,1
15933,1846,6734,1
15934,1846,2590,1
15935,1846,3520,1
15936,1846,6357,1
15937,1846,5517,1
15938,1846,3921,1
15939,1846,879,1
15940,1846,5417,1
15941,1846,5759,1
15942,1846,4305,1
15943,1846,6058,1
15944,1846,4547,1
15945,1846,6479,1
15946,1846,3777,1
15947,1846,5315,1
15948,1846,2016,1
15949,1846,4791,1
